lsoa,imd_score
E01014242,41.759
E01014243,17.622
E01014244,56.461
E01014245,30.898
E01014246,47.132
E01014247,56.153
E01014248,49.663
E01014249,58.225
E01014250,58.787
E01014252,34.981
E01014253,20.735
E01014254,55.583
E01014255,49.295
E01014256,37.076
E01014257,34.216
E01014258,5.685
E01014259,28.786
E01014260,40.018
E01014261,65.028
E01014262,40.325
E01014263,44.225
E01014264,15.256
E01014265,5.879
E01014266,41.525
E01014267,17.057
E01014268,26.13
E01014269,45.034
E01014270,9.976
E01014271,22.303
E01014272,12.104
E01014273,62.191
E01014274,44.399
E01014275,65.572
E01014276,38.858
E01014277,28.737
E01014278,36.883
E01014279,41.201
E01014280,17.102
E01014281,46.575
E01014282,27.755
E01014283,30.352
E01014284,34.825
E01014285,34.025
E01014286,58.637
E01014287,65.502
E01014288,24.271
E01014289,15.166
E01014290,15.957
E01014291,17.681
E01014292,15.92
E01014293,47.827
E01014294,24.592
E01014295,16.434
E01014296,29.402
E01014297,11.189
E01014298,42.6
E01014299,11.048
E01014300,51.319
E01014301,11.851
E01014302,48.965
E01014303,12.108
E01014304,15.203
E01014305,49.698
E01014306,51.652
E01014307,58.664
E01014308,14.577
E01014309,40.276
E01014310,13.307
E01014311,37.012
E01014312,22.762
E01014313,47.255
E01014314,8.36
E01014315,11.966
E01014316,62.928
E01014317,56.321
E01014318,7.907
E01014319,15.775
E01014320,6.502
E01014321,27.974
E01014322,35.129
E01014323,35.18
E01014324,14.135
E01014325,6.075
E01014326,8.66
E01014327,30.891
E01014328,50.558
E01014329,32.319
E01014330,68.447
E01014331,46.386
E01014332,20.704
E01014333,10.997
E01014334,19.844
E01014335,16.998
E01014336,52.234
E01014337,39.83
E01014338,16.613
E01014339,33.96
E01014340,28.731
E01014341,24.262
E01014342,41.249
E01014343,20.966
E01014344,25.787
E01014345,41.784
E01014346,8.456
E01014347,5.047
E01014348,5.446
E01014349,7.094
E01014350,4.665
E01014351,12.196
E01014352,4.293
E01014353,25.874
E01014354,62.051
E01014355,46.309
E01014356,36.293
E01014357,40.47
E01014358,56.395
E01014359,31.424
E01014360,11.135
E01014361,54.088
E01014362,9.427
E01014363,17.681
E01014364,25.386
E01014365,17.26
E01014366,49.728
E01014367,47.423
E01014368,44.545
E01014369,18.248
E01014370,27.58
E01014371,19.876
E01014372,17.59
E01014373,13.353
E01014374,7.451
E01014375,10.491
E01014376,3.333
E01014377,4.347
E01014380,2.907
E01014381,3.852
E01014382,8.569
E01014383,10.57
E01014384,8.728
E01014385,12.416
E01014386,10.962
E01014387,9.477
E01014388,3.601
E01014389,9.158
E01014390,48.602
E01014391,9.486
E01014392,13.215
E01014393,5.526
E01014394,10.561
E01014395,1.545
E01014396,6.791
E01014397,0.935
E01014398,7.062
E01014399,9.384
E01014400,9.683
E01014401,22.134
E01014403,13.546
E01014404,25.379
E01014405,4.809
E01014407,26.507
E01014409,18.346
E01014410,3.467
E01014411,5.466
E01014412,3.251
E01014413,1.661
E01014414,16.064
E01014415,4.523
E01014416,8.384
E01014417,3.909
E01014418,11.297
E01014419,9.347
E01014420,15.767
E01014421,4.311
E01014422,5.27
E01014423,14.618
E01014424,6.54
E01014425,11.271
E01014426,25.354
E01014427,8.118
E01014428,3.797
E01014429,4.891
E01014430,8.268
E01014431,18.388
E01014432,15.294
E01014433,20.157
E01014434,4.964
E01014435,6.611
E01014436,6.903
E01014437,21.637
E01014438,16.667
E01014439,18.943
E01014440,9.66
E01014441,11.855
E01014442,7.468
E01014443,8.241
E01014444,8.037
E01014445,28.309
E01014446,13.65
E01014447,13.112
E01014448,27.09
E01014449,11.798
E01014450,24.864
E01014451,19.146
E01014452,8.915
E01014453,4.439
E01014454,1.267
E01014455,18.62
E01014456,10.14
E01014457,5.562
E01014458,48.423
E01014459,17.453
E01014460,6.009
E01014461,23.198
E01014462,40.398
E01014463,50.01
E01014464,39.882
E01014465,7.442
E01014466,21.669
E01014467,8.787
E01014468,9.092
E01014469,25.657
E01014470,8.445
E01014471,13.937
E01014472,10.495
E01014473,6.69
E01014474,15.218
E01014476,4.099
E01014477,2.622
E01014478,25.588
E01014479,3.712
E01014480,16.004
E01014481,6.873
E01014482,2.716
E01014483,11.699
E01014484,7.186
E01014485,21.104
E01014486,35.228
E01014487,8.317
E01014488,17.896
E01014489,27.147
E01014491,10.095
E01014492,37.655
E01014493,33.659
E01014494,11.688
E01014495,18.636
E01014496,29.05
E01014497,38.71
E01014498,35.55
E01014499,31.009
E01014500,14.244
E01014501,28.553
E01014502,24.522
E01014504,8.179
E01014505,9.766
E01014506,9.12
E01014507,6.216
E01014508,8.707
E01014509,5.756
E01014510,7.381
E01014511,6.382
E01014512,8.075
E01014513,3.247
E01014514,15.749
E01014515,33.547
E01014516,63.441
E01014517,48.891
E01014518,13.969
E01014519,18.295
E01014520,6.917
E01014521,16.282
E01014522,36.685
E01014523,17.301
E01014524,14.461
E01014525,8.335
E01014526,35.596
E01014527,20.728
E01014528,13.12
E01014529,35.365
E01014530,14.797
E01014531,8.898
E01014532,12.027
E01014533,12.844
E01014534,15.991
E01014535,9.77
E01014536,33.035
E01014537,17.891
E01014538,8.083
E01014539,8.017
E01014544,4.543
E01014545,4.737
E01014546,6.11
E01014547,4.638
E01014548,15.793
E01014549,23.017
E01014550,4.458
E01014551,11.215
E01014552,4.431
E01014553,5.637
E01014554,8.451
E01014555,11.893
E01014556,6.402
E01014557,6.542
E01014558,10.923
E01014559,5.888
E01014560,6.05
E01014561,7.85
E01014562,11.278
E01014563,13.037
E01014564,25.752
E01014565,28.486
E01014566,27.142
E01014567,21.703
E01014568,38.119
E01014569,27.154
E01014570,16.993
E01014571,24.213
E01014572,26.88
E01014573,14.882
E01014574,38.008
E01014575,30.153
E01014576,18.537
E01014577,11.126
E01014578,29.969
E01014579,27.276
E01014580,62.523
E01014581,65.279
E01014582,45.839
E01014583,45.387
E01014584,48.567
E01014585,60.44
E01014586,18.293
E01014587,22.115
E01014588,22.955
E01014589,52.579
E01014590,20.881
E01014591,11.58
E01014592,17.408
E01014593,68.206
E01014594,65.463
E01014595,37.799
E01014596,47.954
E01014597,55.875
E01014598,6.93
E01014599,11.483
E01014600,23.82
E01014601,23.948
E01014602,34.832
E01014603,19.137
E01014605,53.764
E01014607,21.627
E01014608,36.302
E01014609,28.751
E01014610,34.074
E01014611,15.345
E01014612,20.832
E01014613,14.13
E01014614,13.43
E01014615,1.952
E01014616,6.434
E01014617,1.305
E01014618,2.414
E01014619,7.358
E01014620,2.956
E01014621,8.136
E01014622,24.067
E01014623,20.814
E01014624,24.141
E01014626,28.918
E01014627,18.593
E01014629,29.471
E01014630,38.26
E01014631,19.906
E01014632,17.419
E01014633,9.973
E01014634,9.022
E01014635,9.555
E01014636,30.571
E01014637,10.769
E01014638,53.968
E01014639,60.159
E01014640,34.282
E01014641,14.036
E01014642,13.155
E01014643,38.23
E01014644,25.589
E01014645,18.608
E01014646,23.054
E01014647,43.801
E01014648,12.9
E01014649,8.958
E01014650,20.987
E01014651,7.311
E01014653,59.939
E01014654,46.918
E01014655,42.431
E01014658,54.81
E01014659,36.594
E01014660,33.052
E01014661,27.751
E01014662,17.068
E01014663,37.014
E01014664,31.114
E01014665,19.829
E01014666,2.775
E01014667,4.326
E01014668,5.928
E01014669,5.896
E01014670,10.447
E01014671,13.902
E01014672,5.989
E01014673,22.015
E01014674,22.036
E01014675,18.221
E01014676,22.448
E01014677,8.741
E01014678,15.282
E01014679,12.379
E01014680,8.621
E01014681,23.695
E01014682,20.541
E01014683,27.733
E01014684,23.011
E01014685,33.609
E01014686,18.624
E01014687,22.987
E01014688,38.15
E01014689,58.298
E01014690,28.839
E01014691,30.538
E01014692,33.896
E01014693,7.067
E01014694,31.233
E01014695,23.555
E01014696,6.084
E01014698,7.788
E01014699,19.162
E01014700,6.22
E01014701,11.106
E01014702,10.067
E01014703,36.423
E01014704,18.628
E01014705,8.422
E01014706,50.104
E01014707,16.793
E01014708,12.328
E01014709,8.328
E01014710,3.527
E01014711,3.496
E01014712,9.731
E01014713,3.635
E01014714,2.06
E01014715,2.589
E01014716,2.168
E01014717,3.188
E01014718,2.543
E01014719,7.073
E01014720,16.829
E01014721,6.583
E01014722,9.951
E01014723,7.291
E01014725,4.691
E01014726,70.554
E01014727,59.973
E01014729,35.746
E01014730,23.952
E01014731,21.399
E01014732,16.148
E01014733,10.353
E01014734,14.225
E01014735,10.214
E01014736,21.555
E01014737,1.94
E01014738,9.143
E01014739,6.441
E01014740,8.267
E01014741,12.634
E01014742,3.755
E01014744,17.619
E01014745,11.89
E01014746,20.392
E01014747,11.75
E01014748,13.126
E01014749,6.247
E01014750,14.596
E01014751,18.515
E01014752,7.052
E01014753,21.974
E01014754,8.457
E01014755,7.679
E01014756,12.401
E01014757,6.558
E01014758,3.685
E01014759,1.452
E01014760,11.659
E01014761,6.742
E01014762,3.635
E01014763,12.134
E01014764,13.724
E01014765,12.397
E01014766,8.922
E01014767,3.336
E01014770,9.954
E01014771,10.691
E01014772,12.579
E01014773,10.025
E01014774,23.325
E01014775,1.575
E01014776,1.601
E01014777,5.399
E01014778,1.18
E01014779,5.468
E01014780,14.602
E01014781,15.113
E01014782,3.419
E01014783,11.661
E01014784,6.393
E01014785,4.599
E01014786,26.855
E01014787,8.948
E01014789,3.87
E01014790,5.046
E01014792,5.745
E01014793,3.623
E01014794,5.608
E01014795,15.754
E01014796,6.549
E01014797,12.574
E01014798,2.61
E01014799,45.862
E01014800,58.598
E01014801,57.394
E01014802,38.359
E01014803,12.134
E01014804,17.018
E01014805,8.957
E01014806,33.881
E01014807,28.595
E01014808,11.802
E01014809,27.904
E01014811,25.047
E01014812,13.081
E01014813,12.773
E01014815,26.468
E01014816,7.84
E01014817,12.771
E01014818,3.512
E01014819,9.534
E01014820,18.691
E01014821,11.011
E01014822,3.77
E01014823,4.773
E01014824,10.437
E01014825,7.688
E01014826,12.86
E01014827,30.779
E01014828,49.094
E01014829,51.766
E01014830,26.627
E01014831,77.683
E01014832,69.179
E01014833,63.047
E01014834,45.745
E01014835,34.661
E01014836,19.322
E01014838,13.823
E01014839,12.778
E01014840,21.641
E01014841,25.383
E01014842,35.21
E01014843,18.91
E01014844,40.665
E01014845,14.106
E01014846,15.066
E01014847,7.279
E01014848,14.089
E01014849,5.746
E01014850,3.326
E01014851,6.778
E01014852,7.897
E01014853,8.954
E01014854,12.18
E01014855,5.002
E01014856,14.443
E01014857,9.799
E01014858,12.325
E01014859,6.763
E01014860,13.206
E01014861,20.471
E01014862,9.09
E01014863,9.301
E01014864,7.456
E01014865,14.679
E01014866,4.917
E01014867,14.752
E01014869,8.908
E01014870,16.032
E01014871,11.118
E01014872,8.226
E01014873,1.653
E01014874,3.89
E01014875,8.112
E01014876,6.014
E01014877,2.191
E01014878,2.375
E01014879,3.978
E01014880,5.211
E01014881,2.059
E01014882,16.164
E01014883,4.3
E01014884,12.96
E01014885,7.576
E01014886,21.553
E01014887,2.372
E01014888,4.533
E01014889,3.921
E01014890,14.528
E01014891,18.542
E01014892,19.345
E01014893,10.347
E01014894,8.184
E01014895,9.816
E01014896,11.326
E01014897,1.654
E01014898,5.921
E01014899,9.162
E01014900,11.973
E01014901,1.698
E01014902,2.419
E01014903,3.361
E01014904,22.953
E01014905,5.56
E01014906,25.852
E01014907,10.618
E01014908,8.571
E01014909,10.324
E01014910,12.56
E01014911,5.73
E01014912,3.767
E01014913,3.165
E01014914,18.992
E01014915,15.191
E01014916,13.437
E01014917,11.813
E01014918,5.746
E01014919,5.021
E01014920,5.551
E01014921,10.201
E01014922,10.43
E01014923,17.631
E01014924,22.691
E01014925,21.251
E01014926,29.687
E01014927,18.264
E01014928,20.801
E01014929,14.003
E01014930,11.084
E01014931,6.489
E01014932,2.67
E01014933,3.764
E01014934,3.718
E01014935,4.505
E01014936,10.27
E01014937,3.556
E01014938,6.925
E01014939,14.881
E01014940,3.682
E01014941,26.839
E01014942,19.307
E01014943,7.428
E01014944,3.366
E01014945,11.605
E01014946,23.477
E01014947,6.09
E01014948,34.686
E01014950,13.328
E01014951,24.765
E01014953,14.526
E01014954,21.517
E01014955,7.298
E01014956,7.531
E01014957,6.99
E01014958,23.461
E01014959,10.168
E01014960,17.197
E01014961,18.542
E01014962,12.254
E01014963,9.067
E01014964,3.177
E01014965,3.209
E01014967,2.617
E01014968,21.698
E01014969,3.992
E01014972,8.138
E01014973,21.264
E01014974,7.734
E01014975,18.872
E01014976,26.302
E01014977,37.314
E01014978,4.732
E01014979,3.85
E01014980,2.396
E01014982,9.828
E01014983,21.73
E01014984,16.25
E01014985,3.024
E01014986,17.266
E01014987,5.178
E01014988,3.648
E01014989,20.585
E01014990,2.002
E01014991,28.381
E01014992,5.068
E01014993,8.593
E01014994,18.426
E01014995,4.296
E01014996,6.253
E01014998,10.351
E01014999,3.402
E01015000,19.748
E01015001,5.419
E01015002,11.419
E01015003,7.09
E01015004,11.941
E01015005,17.974
E01015006,16.429
E01015007,21.725
E01015008,12.541
E01015009,13.921
E01015010,8.691
E01015011,20.729
E01015012,9.587
E01015013,10.642
E01015014,15.689
E01015015,7
E01015016,1.589
E01015017,18.166
E01015018,9.602
E01015019,16.966
E01015020,24.779
E01015021,4.024
E01015022,8.018
E01015023,35.142
E01015024,17.798
E01015025,4.408
E01015026,42.755
E01015027,10.275
E01015028,50.246
E01015029,16.856
E01015030,51.525
E01015031,19.04
E01015032,31.305
E01015033,5.955
E01015034,4.803
E01015035,8.01
E01015036,9.034
E01015037,16.033
E01015038,7.743
E01015039,30.326
E01015040,43.428
E01015041,23.58
E01015042,27.738
E01015043,57.519
E01015044,38.242
E01015045,53.155
E01015046,65.272
E01015047,41.876
E01015048,33.298
E01015049,14.28
E01015050,25.785
E01015051,22.51
E01015052,31.461
E01015053,35.818
E01015054,18.265
E01015055,39.347
E01015056,21.764
E01015057,40.512
E01015058,43.047
E01015059,21.187
E01015060,29.206
E01015061,27.951
E01015062,25.635
E01015063,28.139
E01015064,5.251
E01015065,15.689
E01015066,9.792
E01015067,5.844
E01015068,8.682
E01015069,26.578
E01015070,15.714
E01015071,18.068
E01015072,38.84
E01015073,36.303
E01015074,39.337
E01015075,38.035
E01015076,17.78
E01015077,16.065
E01015078,48.285
E01015079,17.142
E01015080,39.287
E01015081,38.036
E01015082,49.484
E01015083,47.58
E01015084,25.408
E01015085,20.324
E01015086,37.123
E01015087,45.961
E01015088,51.914
E01015089,21.988
E01015090,8.2
E01015091,13.052
E01015092,9.956
E01015093,25.391
E01015094,24.215
E01015095,21.284
E01015096,30.055
E01015097,8.343
E01015098,8.721
E01015099,12.445
E01015100,10.596
E01015101,4.351
E01015102,12.595
E01015103,16.528
E01015104,5.652
E01015105,8.151
E01015106,15.194
E01015107,12.292
E01015108,8.049
E01015109,11.158
E01015110,5.678
E01015111,11.036
E01015112,13.97
E01015113,6.649
E01015114,9.114
E01015115,32.227
E01015116,10.481
E01015117,14.781
E01015118,4.011
E01015119,6.258
E01015120,8.174
E01015121,4.476
E01015122,4.885
E01015123,12.877
E01015124,7.57
E01015125,8.546
E01015126,4.626
E01015127,12.58
E01015128,9.507
E01015129,19.2
E01015130,6.221
E01015131,7.192
E01015132,16.13
E01015133,3.757
E01015134,8.134
E01015136,10.707
E01015137,8.008
E01015138,9.986
E01015139,20.033
E01015140,3.767
E01015141,5.138
E01015142,25.285
E01015143,24.436
E01015144,45.505
E01015145,60.106
E01015146,47.32
E01015147,21.065
E01015148,30.745
E01015149,63.257
E01015150,21.465
E01015151,45.009
E01015152,45.099
E01015153,59.613
E01015155,77.631
E01015156,27.47
E01015159,32.025
E01015160,4.005
E01015161,32.886
E01015162,34.937
E01015163,21.645
E01015164,15.048
E01015165,14.207
E01015166,34.983
E01015167,25.879
E01015168,28.895
E01015169,21.89
E01015170,40.173
E01015171,28.718
E01015172,27.876
E01015173,15.93
E01015174,17.104
E01015175,23.086
E01015176,31.365
E01015177,19.045
E01015178,26.957
E01015179,27.157
E01015180,48.54
E01015181,32.297
E01015182,34.716
E01015183,25.411
E01015184,11.996
E01015185,28.166
E01015186,40.423
E01015187,15.758
E01015188,18.515
E01015189,27.693
E01015190,29.399
E01015191,20.381
E01015192,35.904
E01015193,23.258
E01015194,34.207
E01015196,59.029
E01015197,7.738
E01015198,11.157
E01015199,7.368
E01015200,20.838
E01015201,15.872
E01015202,15.998
E01015203,10.542
E01015204,26.605
E01015205,17.039
E01015206,24.518
E01015207,15.106
E01015208,5.869
E01015209,25.557
E01015210,35.405
E01015211,7.564
E01015212,29.672
E01015213,22.21
E01015214,36.541
E01015215,19.344
E01015216,34.992
E01015217,63.639
E01015218,25.882
E01015219,31.149
E01015220,13.808
E01015221,25.558
E01015222,18.023
E01015223,13.289
E01015224,13.412
E01015225,16.878
E01015226,10.278
E01015227,7.066
E01015228,29.137
E01015229,26.299
E01015230,9.879
E01015231,67.771
E01015232,47.621
E01015233,44.605
E01015234,39.161
E01015235,24.106
E01015236,22.745
E01015237,19.431
E01015238,23.391
E01015239,31.529
E01015240,29.867
E01015241,22.356
E01015242,34.477
E01015243,14.704
E01015244,18.823
E01015245,32.829
E01015246,14.823
E01015247,21.057
E01015248,35.25
E01015249,27.135
E01015250,17.109
E01015251,10.565
E01015253,15.911
E01015254,12.103
E01015255,62.036
E01015256,58.495
E01015257,50.025
E01015258,27.402
E01015259,29.951
E01015260,48.7
E01015261,40.235
E01015262,28.828
E01015263,53.777
E01015264,16.339
E01015265,25.844
E01015266,47.743
E01015267,37.282
E01015268,21.089
E01015269,20.915
E01015270,22.569
E01015271,10.702
E01015272,7.313
E01015273,30.213
E01015274,15.711
E01015275,18.572
E01015276,23.923
E01015277,30.338
E01015279,37.516
E01015280,35.309
E01015281,48.994
E01015286,13.371
E01015288,46.454
E01015289,25.85
E01015290,27.87
E01015291,20.193
E01015292,28.521
E01015293,27.539
E01015294,34.557
E01015295,1.961
E01015296,18.165
E01015297,8.94
E01015298,7.445
E01015299,6.498
E01015300,4.781
E01015301,18.486
E01015302,21.311
E01015303,23.122
E01015304,39.396
E01015305,33.733
E01015306,31.072
E01015307,49.38
E01015308,26.707
E01015309,49.84
E01015310,32.953
E01015311,7.669
E01015312,45.993
E01015313,48.853
E01015314,4.307
E01015315,2.612
E01015316,5.447
E01015317,13.557
E01015318,12.156
E01015319,5.526
E01015320,7.44
E01015321,22.49
E01015322,7.761
E01015323,6.768
E01015324,15.149
E01015325,7.432
E01015326,22.044
E01015327,21.393
E01015328,26.245
E01015329,19.493
E01015330,13.955
E01015331,21.872
E01015332,8.634
E01015333,9.298
E01015334,20.226
E01015335,9.774
E01015336,14.915
E01015337,13.085
E01015338,47.83
E01015339,23.97
E01015340,12.95
E01015341,41.327
E01015342,4.478
E01015343,19.722
E01015344,6.952
E01015345,19.391
E01015346,19.891
E01015348,9.1
E01015349,13.279
E01015350,6.453
E01015351,8.245
E01015352,12.303
E01015353,14.216
E01015354,12.282
E01015355,16.16
E01015356,9.514
E01015357,29.255
E01015358,12.138
E01015359,31.959
E01015360,5.218
E01015361,17.143
E01015362,30.818
E01015363,12.136
E01015364,7.13
E01015365,20.914
E01015366,14.194
E01015367,38.038
E01015368,11.563
E01015369,12.816
E01015370,10.9
E01015371,27.996
E01015372,19.295
E01015373,19.365
E01015374,22.568
E01015375,18.771
E01015376,11.812
E01015377,20.022
E01015378,9.584
E01015379,32.485
E01015380,11.965
E01015381,26.742
E01015382,24.764
E01015383,10.518
E01015384,47.656
E01015385,26.58
E01015386,24.159
E01015387,12.867
E01015388,4.778
E01015389,8.415
E01015390,23.95
E01015391,10.113
E01015392,13.239
E01015393,16.715
E01015394,7.959
E01015395,6.96
E01015396,2.285
E01015397,1.89
E01015398,2.132
E01015399,2.512
E01015400,2.371
E01015401,2.507
E01015402,13.872
E01015403,6.759
E01015404,3.287
E01015405,4.707
E01015406,11.663
E01015407,11.082
E01015408,8.806
E01015409,28.259
E01015410,11.929
E01015411,8.738
E01015412,2.869
E01015413,13.821
E01015414,17.487
E01015415,39.861
E01015416,9.431
E01015417,20.621
E01015418,10.729
E01015419,6.959
E01015420,22.688
E01015421,22.463
E01015422,8.239
E01015424,14.393
E01015425,11.822
E01015426,29.057
E01015427,17.817
E01015428,11.979
E01015429,28.743
E01015430,48.803
E01015431,5.776
E01015432,9.068
E01015433,3.632
E01015434,3.078
E01015435,18.535
E01015436,13.605
E01015437,9.275
E01015438,11.733
E01015439,24.01
E01015440,16.361
E01015441,20.086
E01015442,37.964
E01015443,22.399
E01015444,16.587
E01015445,6.157
E01015446,15.97
E01015447,4.33
E01015448,9.828
E01015449,25.552
E01015450,10.524
E01015451,6.051
E01015452,5.006
E01015453,10.772
E01015454,12.36
E01015455,3.332
E01015456,20.714
E01015457,9.635
E01015458,1.541
E01015459,3.422
E01015460,15.206
E01015461,20.375
E01015462,16.97
E01015463,3.917
E01015464,1.126
E01015465,21.887
E01015466,13.805
E01015471,3.077
E01015473,11.318
E01015475,23.009
E01015477,23.752
E01015478,13.654
E01015479,17.19
E01015480,23.704
E01015481,8.972
E01015482,6.386
E01015483,5.656
E01015484,6.495
E01015485,6.734
E01015486,12.219
E01015487,5.901
E01015488,27.148
E01015489,8.601
E01015490,12.929
E01015491,30.331
E01015492,27.205
E01015493,14.238
E01015494,22.988
E01015496,15.195
E01015497,15.985
E01015498,10.547
E01015499,5.722
E01015500,10.545
E01015501,6.037
E01015502,27.3
E01015503,32.451
E01015504,5.492
E01015505,20.582
E01015506,41.438
E01015507,61.359
E01015508,36.948
E01015509,17.639
E01015510,27.828
E01015511,20.729
E01015512,2.617
E01015513,7.904
E01015514,6.742
E01015515,2.283
E01015516,20.932
E01015517,6.536
E01015518,4.358
E01015519,27.083
E01015520,13.689
E01015521,6.791
E01015522,14.371
E01015523,9.845
E01015524,17.379
E01015525,5.49
E01015526,10.46
E01015527,24.248
E01015528,37.468
E01015529,17.675
E01015530,24.955
E01015532,14.543
E01015533,2.401
E01015534,11.572
E01015535,6.407
E01015537,37.116
E01015538,45.199
E01015539,33.126
E01015540,36.966
E01015541,41.813
E01015542,49.435
E01015543,25.71
E01015544,57.703
E01015545,61.461
E01015546,58.035
E01015547,6.818
E01015548,7.542
E01015549,9.416
E01015550,11.953
E01015551,7.811
E01015552,13.978
E01015553,10.937
E01015554,16.818
E01015555,18.397
E01015556,8.428
E01015557,9.66
E01015558,47.47
E01015559,15.383
E01015560,7.45
E01015561,8.735
E01015562,11.571
E01015563,3.451
E01015564,5.507
E01015565,10.763
E01015566,6.311
E01015567,12.777
E01015568,12.92
E01015569,33.867
E01015570,48.389
E01015571,18.26
E01015572,44.239
E01015573,45.093
E01015574,12.156
E01015575,50.134
E01015576,10.316
E01015578,17.33
E01015579,12.155
E01015580,22.118
E01015581,10.019
E01015582,12.946
E01015584,9.369
E01015585,10.825
E01015586,5.255
E01015587,19.412
E01015588,14.276
E01015589,8.426
E01015590,9.536
E01015591,17.956
E01015592,32.362
E01015593,41.393
E01015594,34.037
E01015595,33.641
E01015596,34.517
E01015597,40.859
E01015598,11.358
E01015599,44.249
E01015600,46.899
E01015601,45.428
E01015603,57.586
E01015604,55.964
E01015605,37.243
E01015606,24.749
E01015607,51.609
E01015608,37.107
E01015609,56.543
E01015610,42.841
E01015612,48.532
E01015613,43.97
E01015614,28.104
E01015615,40.235
E01015616,42.049
E01015617,20.349
E01015618,25.487
E01015619,29.388
E01015620,9.943
E01015622,28.354
E01015623,25.378
E01015624,25.831
E01015626,14.582
E01015627,12.346
E01015628,12.367
E01015629,9.286
E01015630,25.404
E01015631,12.295
E01015632,52.242
E01015633,44.066
E01015634,40.781
E01015635,5.928
E01015636,9.763
E01015637,42.639
E01015638,20.412
E01015639,44.745
E01015640,29.773
E01015641,32.895
E01015642,44.166
E01015643,31.599
E01015644,13.528
E01015645,11.487
E01015646,3.727
E01015647,48.853
E01015648,4.36
E01015650,8.739
E01015651,24.277
E01015652,37.026
E01015653,18.733
E01015654,48.881
E01015655,29.067
E01015656,39.22
E01015658,63.706
E01015659,14.802
E01015660,35.698
E01015661,37.16
E01015662,40.421
E01015663,52.223
E01015664,45.218
E01015665,35.352
E01015666,31.393
E01015667,22.013
E01015668,39.148
E01015669,24.239
E01015670,17.663
E01015672,13.226
E01015673,37.137
E01015674,35.541
E01015675,16.653
E01015676,25.806
E01015677,37.568
E01015678,14.436
E01015679,13.155
E01015680,42.272
E01015681,6.42
E01015682,13.226
E01015683,9.366
E01015684,7.177
E01015685,8.963
E01015686,9.526
E01015687,10.374
E01015688,17.578
E01015689,7.361
E01015690,9.621
E01015691,15.483
E01015692,36.268
E01015693,9.114
E01015694,13.532
E01015695,14.039
E01015696,11.249
E01015697,9.068
E01015698,53.745
E01015699,53.97
E01015700,26.605
E01015701,42.586
E01015702,42.858
E01015703,45.206
E01015704,56.515
E01015705,58.185
E01015706,10.88
E01015707,10.632
E01015708,6.958
E01015709,11.903
E01015710,9.146
E01015711,28.646
E01015712,24.47
E01015713,28.342
E01015714,15.992
E01015715,34.844
E01015716,31.574
E01015717,25.659
E01015718,18.866
E01015719,13.537
E01015720,43.817
E01015721,15.112
E01015722,29.298
E01015723,19.011
E01015724,32.389
E01015725,57.611
E01015726,51.537
E01015727,36.516
E01015728,43.644
E01015729,49.011
E01015730,42.683
E01015731,36.351
E01015732,50.571
E01015733,39.619
E01015734,21.554
E01015735,38.351
E01015736,51.682
E01015737,28.598
E01015738,31.376
E01015739,29.085
E01015740,18.928
E01015742,22.475
E01015743,48.712
E01015744,31.196
E01015745,13.771
E01015746,17.822
E01015747,6.277
E01015748,16.447
E01015749,44.691
E01015750,27.088
E01015751,25.987
E01015752,26.348
E01015753,20.909
E01015754,41.229
E01015755,22.476
E01015756,24.282
E01015757,36.792
E01015758,29.453
E01015759,36.887
E01015760,42.817
E01015761,29.917
E01015762,16.057
E01015763,19.901
E01015764,18.255
E01015765,29.87
E01015766,21.973
E01015767,20.939
E01015768,20.162
E01015769,27.015
E01015770,9.355
E01015771,59.404
E01015772,40.864
E01015773,40.586
E01015774,39.545
E01015775,9.6
E01015776,22.54
E01015777,25.01
E01015778,16.283
E01015779,35.594
E01015780,18.265
E01015781,26.15
E01015782,26.089
E01015783,36.092
E01015784,29.715
E01015785,31.758
E01015786,30.364
E01015787,40.819
E01015788,37.229
E01015789,46.993
E01015790,21.562
E01015792,31.062
E01015793,19.147
E01015795,34.883
E01015796,23.464
E01015797,9.583
E01015798,16.348
E01015799,8.655
E01015800,10.369
E01015801,30.646
E01015802,37.96
E01015803,10.32
E01015804,23.496
E01015805,10.658
E01015806,8.727
E01015807,24.975
E01015808,14.396
E01015809,5.937
E01015810,19.833
E01015811,8.039
E01015812,9.169
E01015813,26.099
E01015814,14.949
E01015815,7.37
E01015816,15.681
E01015817,8.264
E01015818,15.482
E01015819,25.109
E01015820,38.982
E01015821,13.577
E01015822,12.534
E01015823,9.581
E01015824,39.29
E01015825,24.075
E01015826,10.886
E01015827,11.544
E01015828,41.843
E01015829,11.937
E01015830,5.303
E01015831,31.134
E01015832,16.696
E01015833,5.928
E01015834,8.314
E01015835,22.454
E01015836,8.153
E01015837,13.135
E01015838,4.626
E01015839,32.819
E01015840,43.472
E01015841,60.521
E01015842,78.985
E01015843,29.057
E01015844,47.428
E01015845,5.997
E01015846,6.749
E01015847,14.064
E01015848,14.201
E01015849,12.465
E01015850,7.23
E01015851,34.867
E01015852,57.22
E01015853,23.824
E01015854,32.871
E01015855,43.229
E01015856,27.666
E01015857,5.794
E01015858,7.75
E01015859,19.68
E01015860,11.979
E01015861,36.748
E01015862,30.244
E01015863,14.64
E01015864,14.887
E01015865,15.785
E01015866,8.023
E01015867,44.012
E01015868,32.225
E01015869,23.816
E01015870,18.547
