lsoa,imd_score
E01004407,57.394
E01004408,20.509
E01004409,25.173
E01004410,26.937
E01004411,20.207
E01004412,15.44
E01004413,28.286
E01004414,19.966
E01004415,24.214
E01004416,12.907
E01004417,18.233
E01004418,16.384
E01004419,19.08
E01004420,44.627
E01004421,25.147
E01004422,21.535
E01004423,37.652
E01004424,36.165
E01004425,25.577
E01004426,22.247
E01004427,26.607
E01004428,37.696
E01004429,23.382
E01004430,23.092
E01004432,23.378
E01004434,28.241
E01004435,33.586
E01004436,27.136
E01004437,28.053
E01004438,21.151
E01004439,19.835
E01004440,22.925
E01004441,11.751
E01004442,12.576
E01004443,21.895
E01004444,29.793
E01004445,20.248
E01004446,19.084
E01004447,16.57
E01004448,24.392
E01004449,38.317
E01004450,12.497
E01004451,15.512
E01004452,25.009
E01004453,22.961
E01004454,20.043
E01004455,28.105
E01004456,37.252
E01004457,21.557
E01004458,25.806
E01004459,42.883
E01004460,26.018
E01004462,20.011
E01004463,13.696
E01004464,35.082
E01004465,13.602
E01004466,10.441
E01004467,33.406
E01004468,13.855
E01004469,37.424
E01004470,27.233
E01004471,27.061
E01004472,6.492
E01004473,9.114
E01004474,15.221
E01004475,10.4
E01004476,12.1
E01004477,5.263
E01004478,4.749
E01004479,7.049
E01004480,7.579
E01004481,13.461
E01004482,10.708
E01004483,9.217
E01004484,11.752
E01004485,11.378
E01004486,9.894
E01004487,13.525
E01004488,11.597
E01004489,17.426
E01004490,5.738
E01004491,11.917
E01004492,14.388
E01004493,13.768
E01004494,15.808
E01004495,19.88
E01004496,12.713
E01004497,10.942
E01004498,7.542
E01004499,12.913
E01004500,9.149
E01004501,18.851
E01004502,7.223
E01004503,15.342
E01004504,7.159
E01004505,6.162
E01004506,6.392
E01004507,6.391
E01004508,10.418
E01004510,9.647
E01004511,8.693
E01004512,8.32
E01004513,17.51
E01004514,9.984
E01004515,14.683
E01004516,9.59
E01004517,19.177
E01004518,12.308
E01004519,17.519
E01004520,16.576
E01004521,17.996
E01004522,21.407
E01004523,17.925
E01004524,38.249
E01004525,25.626
E01004526,20.444
E01004527,13.285
E01004528,33.117
E01004529,14.761
E01004530,13.367
E01004531,21.376
E01004532,13.552
E01004533,23.764
E01004534,11.438
E01004535,44.393
E01004536,23.669
E01004537,29.192
E01004538,18.396
E01004539,29.542
E01004540,20.761
E01004541,36.316
E01004542,5.692
E01004543,6.728
E01004544,6.655
E01004545,8.24
E01004546,5.937
E01004547,14.15
E01004548,14.533
E01004549,14.842
E01004550,13.936
E01004551,17.292
E01004552,11.554
E01004553,8.456
E01004554,9.135
E01004555,7.511
E01004556,6.78
E01004557,7.472
E01004558,6.765
E01004559,6.002
E01004560,14.872
E01004563,27.908
E01004564,18.66
E01004565,20.453
E01004566,12.232
E01004567,30.054
E01004568,27.409
E01004569,34.257
E01004570,36.76
E01004571,31.288
E01004572,19.773
E01004573,25.827
E01004574,36.902
E01004575,26.658
E01004576,29.261
E01004577,10.901
E01004579,13.258
E01004580,14.546
E01004581,12.557
E01004582,6.116
E01004583,12.363
E01004584,29.272
E01004585,11.74
E01004586,9.26
E01004587,9.009
E01004588,13.135
E01004589,8.761
E01004590,24.48
E01004591,20.608
E01004592,31.045
E01004593,8.24
E01004594,4.893
E01004595,6.833
E01004596,5.207
E01004597,8.847
E01004598,4.663
E01004599,2.949
E01004601,14.782
E01004602,8.216
E01004604,8.136
E01004605,12.965
E01004606,7.86
E01004607,7.66
E01004608,13.634
E01004609,11.731
E01004610,10.851
E01004611,14.486
E01004612,21.288
E01004613,28.828
E01004614,16.005
E01004615,39.361
E01004616,17.933
E01004617,18.037
E01004618,7.71
E01004619,7.839
E01004620,9.802
E01004621,10.925
E01004622,22.984
E01004623,7.427
E01004624,12.563
E01004625,3.367
E01004626,11.275
E01004627,10.121
E01004628,20.974
E01004629,7.275
E01004630,32.654
E01004631,20.492
E01004632,10.191
E01004633,33.403
E01004634,15.058
E01004635,14.336
E01004636,16.768
E01004637,16.992
E01004638,6.65
E01004639,10.31
E01004640,6.517
E01004641,15.985
E01004642,15.282
E01004643,21.233
E01004644,14.031
E01004645,28.001
E01004646,13.972
E01004647,19.357
E01004648,11.576
E01004649,7.274
E01004650,7.595
E01004651,9.053
E01004652,19.287
E01004653,10.645
E01004654,13.114
E01004656,24.544
E01004657,13.845
E01004658,20.74
E01004659,14.273
E01004660,10.759
E01004661,18.096
E01004662,15.584
E01004663,19.017
E01004665,49.345
E01004668,28.874
E01004669,36.203
E01004670,50.968
E01004674,38.818
E01004675,41.101
E01004676,26.072
E01004677,29.254
E01004678,29.194
E01004679,43.313
E01004680,12.435
E01004681,12.138
E01004682,23.943
E01004683,11.057
E01004684,24.2
E01004686,34.443
E01004687,8.421
E01004690,10.182
E01004691,9.639
E01004692,9.396
E01004693,12.974
E01004694,16.062
E01004695,22.094
E01004696,38.102
E01004697,16.58
E01004698,26.054
E01004699,17.805
E01004700,17.317
E01004701,11.15
E01004702,45.693
E01004703,11.712
E01004705,8.834
E01004706,8.377
E01004707,7.335
E01004708,23.899
E01004709,24.06
E01004710,30.467
E01004711,32.002
E01004712,12.695
E01004713,7.879
E01004714,8.79
E01004715,17.606
E01004716,6.956
E01004717,11.248
E01004718,32.605
E01004719,34.102
E01004720,30.361
E01004721,47.124
E01004722,38.689
E01004723,35.995
E01004724,11.907
E01004725,26.641
E01004726,10.293
E01004727,9.692
E01004728,15.846
E01004729,32.072
E01004730,8.314
E01004731,7.304
E01004732,56.921
E01004733,13.222
E01004734,28.233
E01004735,21.893
E01004736,10.324
E01004737,25.154
E01004740,39.408
E01004741,28.035
E01004742,17.744
E01004743,21.738
E01004744,28.114
E01004746,36.732
E01004747,22.34
E01004748,14.149
E01004749,20.403
E01004750,25.389
E01004751,15.363
E01004752,34.116
E01004753,19.73
E01004754,42.969
E01004755,28.828
E01004756,32.913
E01004757,45.161
E01004760,22.361
E01004761,13.48
E01004762,15.016
E01004763,23.754
E01004765,18.322
E01004766,33.083
E01004767,21.929
E01004768,5.081
E01004769,8.287
E01004770,10.49
E01004771,6.801
E01004772,36.251
E01004773,14.394
E01004774,31.549
E01004775,7.13
E01004776,22.543
E01004777,27.67
E01004778,11.08
E01004779,20.736
E01004780,10.697
E01004781,11.373
E01004782,20.175
E01004783,12.547
E01004784,4.482
E01004785,24.456
E01004786,11.157
E01004787,69.772
E01004788,3.603
E01004789,6.143
E01004790,14.862
E01004791,10.667
E01004792,4.834
E01004793,56.592
E01004794,63.549
E01004795,43.499
E01004796,27.296
E01004797,47.036
E01004798,38.347
E01004799,11.056
E01004800,12.373
E01004801,68.471
E01004802,54.783
E01004803,5.689
E01004804,3.823
E01004805,5.068
E01004806,8.506
E01004807,6.294
E01004808,3.491
E01004809,22.434
E01004810,6.305
E01004811,62.017
E01004812,45.542
E01004813,42.872
E01004814,41.433
E01004815,37.096
E01004816,26.152
E01004817,38.462
E01004818,54.313
E01004819,30.819
E01004820,63.291
E01004822,52.107
E01004823,71.719
E01004824,39.174
E01004825,45.066
E01004826,56.593
E01004827,54.036
E01004828,48.717
E01004829,51.875
E01004830,50.492
E01004831,24.844
E01004832,33.595
E01004833,17.374
E01004834,38.769
E01004835,12.993
E01004836,16.248
E01004837,5.932
E01004838,51.869
E01004839,57.066
E01004840,20.378
E01004841,71.456
E01004842,4.595
E01004843,9.181
E01004844,4.69
E01004845,15.464
E01004846,55.565
E01004847,46.799
E01004848,53.631
E01004849,54.395
E01004850,56.64
E01004851,50.844
E01004852,42.365
E01004853,50.167
E01004854,41.17
E01004855,38.845
E01004856,59.167
E01004857,45.829
E01004858,46.847
E01004859,62.667
E01004860,32.636
E01004861,45.888
E01004862,56.027
E01004863,64.478
E01004864,25.216
E01004865,36.712
E01004866,59.152
E01004867,41.142
E01004868,41.19
E01004869,61.961
E01004870,48.9
E01004871,55.196
E01004872,35.852
E01004873,37.973
E01004874,35.982
E01004875,24.057
E01004876,41.728
E01004877,56.926
E01004878,31.129
E01004879,43.074
E01004880,20.699
E01004881,42.413
E01004882,17.797
E01004883,18.384
E01004884,5.773
E01004885,3.671
E01004886,36.632
E01004887,30.862
E01004888,22.718
E01004889,29.652
E01004890,26.285
E01004891,16.046
E01004892,11.447
E01004893,5.103
E01004894,17.053
E01004895,30.469
E01004896,6.664
E01004897,8.489
E01004899,22.079
E01004900,14.308
E01004901,2.864
E01004902,35.683
E01004903,7.471
E01004904,15.515
E01004905,37.209
E01004906,38.688
E01004907,35.769
E01004908,16.315
E01004909,27.933
E01004910,16.371
E01004911,42.591
E01004912,15.376
E01004913,22.389
E01004914,9.348
E01004915,8.922
E01004916,29.496
E01004917,29.109
E01004918,8.998
E01004919,14.868
E01004920,23.993
E01004921,26.097
E01004922,34.092
E01004923,26.752
E01004924,6.133
E01004925,16.815
E01004926,54.822
E01004927,53.043
E01004928,52.309
E01004929,26.708
E01004930,15.864
E01004931,36.051
E01004932,38.609
E01004933,14.575
E01004934,20.108
E01004935,10.05
E01004936,23.735
E01004937,7.068
E01004938,50.254
E01004939,28.099
E01004940,13.242
E01004941,27.367
E01004942,50.479
E01004943,22.782
E01004944,8.531
E01004945,10.495
E01004946,52.59
E01004947,35.836
E01004948,43.291
E01004949,3.354
E01004950,4.06
E01004951,8.241
E01004952,4.744
E01004953,5.761
E01004954,20.989
E01004955,29.82
E01004956,39.042
E01004957,52.315
E01004958,53.757
E01004959,46.421
E01004960,77.863
E01004961,27.392
E01004962,17.32
E01004963,14.74
E01004964,27.365
E01004965,5.681
E01004966,34.22
E01004967,7.371
E01004968,5.086
E01004969,38.867
E01004970,9.822
E01004971,7.199
E01004972,33.061
E01004973,10.807
E01004974,11.324
E01004975,18.821
E01004976,34.64
E01004977,20.334
E01004978,31.043
E01004979,63.879
E01004980,42.331
E01004981,20.115
E01004982,9.638
E01004983,14.86
E01004984,6.325
E01004985,5.267
E01004986,25.431
E01004987,51.528
E01004988,18.958
E01004989,7.025
E01004990,33.727
E01004991,24.515
E01004992,29.69
E01004993,21.637
E01004994,35.428
E01004995,12.255
E01004996,56.267
E01004997,22.722
E01004998,13.123
E01004999,16.346
E01005000,8.365
E01005001,6.513
E01005002,16.644
E01005003,35.87
E01005004,72.19
E01005005,14.45
E01005006,16.697
E01005007,14.753
E01005008,52.732
E01005009,48.19
E01005010,16.896
E01005011,7.954
E01005012,33.79
E01005013,31.929
E01005014,16.395
E01005015,31.853
E01005016,13.543
E01005017,10.736
E01005018,21.586
E01005019,9.315
E01005020,3.378
E01005021,6.714
E01005022,9.504
E01005023,16.479
E01005024,43.495
E01005025,21.631
E01005026,33.176
E01005027,46.064
E01005028,41.577
E01005029,34.564
E01005030,41.664
E01005031,27.237
E01005032,40.498
E01005033,15.491
E01005034,19.623
E01005035,12.221
E01005036,28.332
E01005037,9.648
E01005038,6.601
E01005039,31.937
E01005040,22.595
E01005041,15.973
E01005042,18.073
E01005043,16.433
E01005044,34.393
E01005045,20.24
E01005046,5.671
E01005047,10.084
E01005048,3.752
E01005049,10.776
E01005050,9.563
E01005051,14.386
E01005052,7.249
E01005053,20.062
E01005054,16.14
E01005055,7.183
E01005056,9.651
E01005057,12.936
E01005058,6.626
E01005059,25.072
E01005060,17.99
E01005061,54.054
E01005063,50.248
E01005065,46.232
E01005066,47.736
E01005067,47.205
E01005068,43.912
E01005069,13.857
E01005070,40.889
E01005071,33.862
E01005072,37.358
E01005073,20.173
E01005074,47.844
E01005075,44.329
E01005076,16.554
E01005077,57.704
E01005078,10.797
E01005079,20.115
E01005081,50.506
E01005082,35.829
E01005083,7.832
E01005084,22.666
E01005085,58.549
E01005086,59.735
E01005087,59.431
E01005088,63.6
E01005089,61.629
E01005090,63.797
E01005091,50.269
E01005092,64.762
E01005093,55.133
E01005094,61.964
E01005097,58.2
E01005098,53.357
E01005099,68.642
E01005100,37.329
E01005101,48.451
E01005102,34.842
E01005103,58.356
E01005104,43.148
E01005105,34.245
E01005106,64.231
E01005107,53.619
E01005111,34.742
E01005112,36.847
E01005113,56.252
E01005114,12.146
E01005115,28.006
E01005116,28.063
E01005117,53.188
E01005118,24.184
E01005119,41.76
E01005120,32.668
E01005121,50.294
E01005122,37.381
E01005123,47.526
E01005124,44.768
E01005125,41.177
E01005126,17.876
E01005128,17.26
E01005129,51.439
E01005130,57.214
E01005132,49.056
E01005135,50.708
E01005136,42.012
E01005138,49.756
E01005139,31.134
E01005141,66.352
E01005142,69.784
E01005143,52.996
E01005145,47.653
E01005147,51.97
E01005149,46.928
E01005150,25.692
E01005151,20.606
E01005152,8.587
E01005153,16.981
E01005154,15.407
E01005155,7.927
E01005156,12.12
E01005157,5.08
E01005158,26.618
E01005159,11.54
E01005160,39.47
E01005161,35.33
E01005162,35.893
E01005163,41.654
E01005164,53.055
E01005165,59.701
E01005166,57.457
E01005167,47.785
E01005168,10.11
E01005169,4.816
E01005170,10.435
E01005171,19.35
E01005172,9.65
E01005173,4.727
E01005174,3.742
E01005175,13.56
E01005176,13.125
E01005177,8.129
E01005178,40.601
E01005179,24.424
E01005180,48.634
E01005181,24.746
E01005182,47.839
E01005183,51.134
E01005184,22.54
E01005185,23.073
E01005186,49.383
E01005187,62.398
E01005188,43.085
E01005189,78.264
E01005190,60.87
E01005191,65.42
E01005192,45.925
E01005193,51.706
E01005195,52.568
E01005197,65.447
E01005198,56.149
E01005199,44.109
E01005200,38.655
E01005201,69.329
E01005202,70.049
E01005203,77.432
E01005205,73.572
E01005206,46.052
E01005207,51.45
E01005208,24.843
E01005210,29.159
E01005212,21.445
E01005213,47.629
E01005214,21.494
E01005215,33.89
E01005216,23.98
E01005217,19.095
E01005218,33.334
E01005219,45.445
E01005220,38.965
E01005221,38.199
E01005222,46.426
E01005223,44.864
E01005224,50.407
E01005225,53.929
E01005226,58.087
E01005227,65.026
E01005228,62.564
E01005229,22.181
E01005230,46.572
E01005231,21.517
E01005232,45.109
E01005233,59.837
E01005234,62.353
E01005235,62.828
E01005236,47.907
E01005237,53.508
E01005238,53.855
E01005239,64.636
E01005243,46.706
E01005244,32.501
E01005245,48.429
E01005246,59.597
E01005247,25.562
E01005248,19.689
E01005249,30.087
E01005250,37.591
E01005251,42.451
E01005252,47.413
E01005253,42.333
E01005254,23.042
E01005255,70.772
E01005256,50.668
E01005257,66.221
E01005258,53.241
E01005259,76.601
E01005260,35.842
E01005261,64.448
E01005262,34.141
E01005263,34.85
E01005264,41.578
E01005265,41.56
E01005266,39.112
E01005267,21.192
E01005268,17.968
E01005269,16.295
E01005270,42.377
E01005271,30.819
E01005272,48.707
E01005273,21.569
E01005274,33.896
E01005275,9.956
E01005276,19.694
E01005277,8.86
E01005278,22.264
E01005279,33.025
E01005280,45.333
E01005281,17.546
E01005284,30.208
E01005285,58.551
E01005286,25.461
E01005287,51.551
E01005288,54.236
E01005289,61.567
E01005290,47.826
E01005291,65.451
E01005292,50.34
E01005293,19.719
E01005294,22.659
E01005295,21.84
E01005296,18.572
E01005297,31.245
E01005298,30.751
E01005299,21.129
E01005300,17.416
E01005301,15.44
E01005302,29.996
E01005304,14.401
E01005305,13.44
E01005306,6.852
E01005307,11.684
E01005308,30.753
E01005309,25.525
E01005310,32.416
E01005311,26.622
E01005312,25.158
E01005313,43.912
E01005314,46.609
E01005315,50.633
E01005316,31.319
E01005317,38.979
E01005318,46.11
E01005319,39.532
E01005320,55.666
E01005321,55.124
E01005322,73.091
E01005323,48.914
E01005324,52.149
E01005325,66.363
E01005326,50.931
E01005327,25.061
E01005328,53.946
E01005329,7.584
E01005330,11.909
E01005331,34.649
E01005332,35.365
E01005333,7.044
E01005334,7.107
E01005335,9.227
E01005336,7.986
E01005337,48.304
E01005338,51.875
E01005339,8.309
E01005340,49.112
E01005341,29.178
E01005342,46.406
E01005343,32.008
E01005344,42.898
E01005345,15.387
E01005346,17.108
E01005347,21.097
E01005348,47.539
E01005349,62.882
E01005350,74.646
E01005351,52.874
E01005352,55.326
E01005353,67.305
E01005354,43.099
E01005355,34.168
E01005356,13.892
E01005357,7.356
E01005358,32.156
E01005359,13.387
E01005360,29.794
E01005361,9.67
E01005362,23.489
E01005363,28.345
E01005364,12.88
E01005365,14.872
E01005366,35.915
E01005367,9.156
E01005368,48.56
E01005369,37.082
E01005370,51.213
E01005371,39.909
E01005372,28.49
E01005373,12.257
E01005374,25.913
E01005375,9.496
E01005376,51.5
E01005377,51.244
E01005378,39.553
E01005379,63.693
E01005380,49.495
E01005381,47.323
E01005382,55.677
E01005383,47.403
E01005386,62.026
E01005387,23.339
E01005388,22.49
E01005389,49.421
E01005390,11.932
E01005391,20.558
E01005392,47.258
E01005393,17.747
E01005394,15.014
E01005395,14.175
E01005396,20.931
E01005397,23.431
E01005398,21.246
E01005399,18.45
E01005400,44.666
E01005401,10.466
E01005402,21.736
E01005403,13.08
E01005406,9.304
E01005407,8.746
E01005408,10.001
E01005409,12.324
E01005410,11.211
E01005411,15.119
E01005412,12.783
E01005413,6.584
E01005414,19.409
E01005415,20.422
E01005416,13.628
E01005417,11.672
E01005418,7.922
E01005419,14.633
E01005420,24.696
E01005421,43.078
E01005422,65.993
E01005427,71.634
E01005428,60.366
E01005429,62.849
E01005430,51.032
E01005431,45.214
E01005432,65.779
E01005433,70.852
E01005434,80.241
E01005435,50.533
E01005436,27.229
E01005437,42.213
E01005438,45.04
E01005439,26.706
E01005440,33.611
E01005441,42.869
E01005442,7.755
E01005443,8.888
E01005444,27.295
E01005445,35.909
E01005446,24.513
E01005447,47.15
E01005448,72.257
E01005449,42.354
E01005450,58.994
E01005451,27.903
E01005452,13.748
E01005453,10.623
E01005454,21.623
E01005455,22.988
E01005456,66.263
E01005459,66.973
E01005460,46.797
E01005461,45.448
E01005462,34.53
E01005463,53.601
E01005464,49.192
E01005465,27.723
E01005466,66.31
E01005467,47.054
E01005468,7.085
E01005469,27.903
E01005470,47.654
E01005471,48.237
E01005472,52.634
E01005473,43.838
E01005474,24.612
E01005475,46.724
E01005476,25.292
E01005477,48.832
E01005478,26.273
E01005479,27.706
E01005480,33.466
E01005481,28.51
E01005482,82.386
E01005483,58.218
E01005484,72.914
E01005485,50.086
E01005486,56.117
E01005487,47.195
E01005488,11.332
E01005489,20.681
E01005490,31.668
E01005491,27.236
E01005492,11.514
E01005493,12.226
E01005494,27.368
E01005495,26.054
E01005496,61.884
E01005497,52.472
E01005498,32.741
E01005499,23.996
E01005500,24.269
E01005501,51.301
E01005502,38.951
E01005503,6.134
E01005504,39.262
E01005505,25.848
E01005506,31.786
E01005507,20.365
E01005508,8.671
E01005509,56.456
E01005510,10.492
E01005511,21.348
E01005512,33.103
E01005513,58.013
E01005514,34.821
E01005515,63.362
E01005516,15.133
E01005517,13.751
E01005518,32.153
E01005519,16.311
E01005520,23.827
E01005521,17.735
E01005522,35.543
E01005523,16.939
E01005524,24.407
E01005525,47.915
E01005526,31.378
E01005527,38.609
E01005528,31.544
E01005529,51.314
E01005530,8.481
E01005531,24.148
E01005532,44.867
E01005533,26.282
E01005534,25.792
E01005535,35.696
E01005536,37.255
E01005537,11.322
E01005538,40.391
E01005539,56.857
E01005540,20.918
E01005541,32.213
E01005542,34.93
E01005543,18.768
E01005544,7.008
E01005545,6.683
E01005546,29.126
E01005547,29.291
E01005548,40.872
E01005549,5.214
E01005550,5.419
E01005551,54.633
E01005552,61.474
E01005553,43.079
E01005554,17.718
E01005555,12.984
E01005556,22.856
E01005557,9.286
E01005558,26.677
E01005559,58.082
E01005560,19.705
E01005561,23.477
E01005562,27.759
E01005563,48.615
E01005564,56.408
E01005565,46.337
E01005566,42.321
E01005567,20.8
E01005568,71.224
E01005569,45.267
E01005570,13.381
E01005571,11.185
E01005572,8.44
E01005573,7.99
E01005574,9.236
E01005575,12.006
E01005576,6.068
E01005577,8.456
E01005578,57.615
E01005579,60.604
E01005580,46.712
E01005581,59.046
E01005583,59.564
E01005585,47.746
E01005586,65.589
E01005587,6.621
E01005588,36.396
E01005589,31.591
E01005590,44.085
E01005591,22.161
E01005592,46.174
E01005593,34.863
E01005594,25.255
E01005595,64.188
E01005596,18.151
E01005597,13.795
E01005598,11.793
E01005599,46.467
E01005600,23.967
E01005601,49.245
E01005602,54.793
E01005603,35.521
E01005604,27.558
E01005605,36.299
E01005610,32.652
E01005611,44.661
E01005612,65.36
E01005613,63.833
E01005614,48.094
E01005615,70.001
E01005616,37.579
E01005617,21.005
E01005618,25.03
E01005619,33.714
E01005620,16.981
E01005621,34.423
E01005622,27.53
E01005623,14.145
E01005624,51.143
E01005625,11.88
E01005626,13.575
E01005627,10.76
E01005628,19.969
E01005629,19.968
E01005630,21.507
E01005631,68.354
E01005632,23.187
E01005633,30.845
E01005634,5.215
E01005635,22.923
E01005636,10.051
E01005637,21.323
E01005638,40.148
E01005639,73.189
E01005640,45.752
E01005641,38.352
E01005642,14.831
E01005643,19.286
E01005644,13.558
E01005645,8.827
E01005646,26.775
E01005647,24.454
E01005648,19.44
E01005649,22.449
E01005650,47.202
E01005651,43.502
E01005652,40.263
E01005653,67.023
E01005654,33.538
E01005656,34.817
E01005657,39.201
E01005659,51.927
E01005660,75.262
E01005661,45.135
E01005662,66.77
E01005663,35.313
E01005664,59.869
E01005665,64.442
E01005667,41.564
E01005670,40.404
E01005671,39.749
E01005672,29.661
E01005673,28.558
E01005674,31.777
E01005676,11.96
E01005677,23.536
E01005678,46.664
E01005679,55.774
E01005680,67.401
E01005681,52.406
E01005682,81.219
E01005683,58.825
E01005686,31.544
E01005687,23.531
E01005688,24.673
E01005689,51.964
E01005690,24.85
E01005691,15.809
E01005692,55.617
E01005693,16.198
E01005694,13.236
E01005695,4.691
E01005696,16.968
E01005697,6.795
E01005698,55.529
E01005699,9.998
E01005700,26.634
E01005701,11.604
E01005702,28.392
E01005703,63.497
E01005704,45.144
E01005706,50.9
E01005707,53.45
E01005708,44.395
E01005709,63.547
E01005710,19.452
E01005711,17.231
E01005712,29.175
E01005713,5.727
E01005714,31.138
E01005715,8.066
E01005716,5.082
E01005717,2.647
E01005718,22.464
E01005719,35.952
E01005721,34.117
E01005722,42.919
E01005723,48.937
E01005724,15.116
E01005725,54.528
E01005726,33.395
E01005727,27.532
E01005728,13.587
E01005729,70.238
E01005730,25.86
E01005731,49.312
E01005732,41.708
E01005733,46.107
E01005734,20.766
E01005735,5.151
E01005736,8.282
E01005737,6.525
E01005738,7.627
E01005739,4.373
E01005740,8.557
E01005741,5.476
E01005742,8.601
E01005743,12.558
E01005744,32.586
E01005745,15.848
E01005746,54.853
E01005747,7.524
E01005748,3.67
E01005749,13.967
E01005750,15.297
E01005751,18.9
E01005752,32.746
E01005753,56.817
E01005754,77.438
E01005755,54.345
E01005756,57.129
E01005757,32.695
E01005759,17.817
E01005760,31.19
E01005761,28.924
E01005762,47.795
E01005763,42.199
E01005764,32.296
E01005765,12.184
E01005766,39.409
E01005767,6.572
E01005768,5.399
E01005769,15.11
E01005770,8.146
E01005771,10.057
E01005772,9.53
E01005773,8.906
E01005774,38.392
E01005775,5.553
E01005776,5.353
E01005777,16.49
E01005778,13.322
E01005779,13.848
E01005780,12.446
E01005781,37.738
E01005782,8.393
E01005783,11.863
E01005784,5.842
E01005785,8.672
E01005786,4.11
E01005787,0.604
E01005788,3.136
E01005789,4.124
E01005790,15.823
E01005791,8.859
E01005792,1.324
E01005793,6.178
E01005794,2.009
E01005795,1.541
E01005796,1.866
E01005797,28.43
E01005798,22.856
E01005799,46.57
E01005800,8.045
E01005801,12.204
E01005802,6.024
E01005803,3.702
E01005804,24.546
E01005805,3.371
E01005806,5.068
E01005807,2.313
E01005808,2.383
E01005809,4.955
E01005810,9.021
E01005811,3.604
E01005812,2.542
E01005813,3.922
E01005814,3.099
E01005815,2.31
E01005816,26.569
E01005817,29.093
E01005818,34.418
E01005819,9.748
E01005820,23.403
E01005821,24.9
E01005822,50.028
E01005823,31.87
E01005824,12.461
E01005825,17.145
E01005826,50.144
E01005827,9.491
E01005828,70.781
E01005829,33.68
E01005830,11.885
E01005831,17.819
E01005832,15.027
E01005833,22.139
E01005834,26.032
E01005835,5.014
E01005836,14.099
E01005837,9.628
E01005838,22.576
E01005839,2.693
E01005840,19.999
E01005841,13.241
E01005842,7.195
E01005843,7.483
E01005844,14.113
E01005845,14.345
E01005846,10.918
E01005847,14.56
E01005848,5.659
E01005849,6.627
E01005850,22.061
E01005851,9.139
E01005852,11.015
E01005853,26.102
E01005854,5.832
E01005855,4.925
E01005856,9.583
E01005857,11.419
E01005858,7.926
E01005859,12.372
E01005860,2.932
E01005861,9.408
E01005862,5.972
E01005863,11.179
E01005864,8.934
E01005865,4.324
E01005866,19.308
E01005867,8.54
E01005868,6.945
E01005869,10.536
E01005870,24.506
E01005871,23.643
E01005872,29.316
E01005873,16.964
E01005874,45.462
E01005875,12.277
E01005876,15.648
E01005877,22.142
E01005878,27.329
E01005879,19.421
E01005880,8.519
E01005881,1.921
E01005882,2.764
E01005883,3.299
E01005884,4.202
E01005885,12.741
E01005886,32.9
E01005887,42.305
E01005888,24.869
E01005889,34.008
E01005890,29.516
E01005891,8.436
E01005892,24.136
E01005893,21.124
E01005894,18.339
E01005895,25.512
E01005896,27.587
E01005897,25.005
E01005898,19.533
E01005899,14.879
E01005900,21.182
E01005901,10.848
E01005902,35.143
E01005903,2.255
E01005904,4.833
E01005905,50.486
E01005906,6.153
E01005907,6.477
E01005908,7.329
E01005909,5.235
E01005910,22.428
E01005911,6.416
E01005912,8.972
E01005913,8.743
E01005914,21.018
E01005915,35.824
E01005916,26.713
E01005917,41.065
E01005918,82.633
E01005919,43.053
E01005920,7.374
E01005921,34.422
E01005922,14.689
E01005923,1.156
E01005924,3.313
E01005925,7.912
E01005926,3.01
E01005927,2.748
E01005928,21.426
E01005929,2.392
E01005930,1.323
E01005931,2.309
E01005932,1.964
E01005933,51.376
E01005934,28.418
E01005935,66.181
E01005936,11.86
E01005937,30.258
E01005938,36.262
E01005939,17.569
E01005940,19.075
E01005941,51.905
E01005942,17.695
E01005943,27.713
E01005944,15.473
E01005945,47.423
E01005946,34.987
E01005947,54.296
E01005948,68.798
E01005949,36.097
E01005950,54.962
E01005951,43.482
E01005953,56.481
E01005954,39.4
E01005955,7.621
E01005956,18.389
E01005957,28.204
E01005958,41.896
E01005959,38.432
E01005960,44.823
E01005961,8.352
E01005962,16.746
E01005963,15.67
E01005964,20.1
E01005965,34.557
E01005966,31.191
E01005967,45.644
E01005968,14.602
E01005969,12.652
E01005970,10.001
E01005971,22.906
E01005972,33.871
E01005973,12.862
E01005974,38.677
E01005975,30.98
E01005976,37.421
E01005977,17.14
E01005978,37.508
E01005979,27.011
E01005980,39.546
E01005981,39.105
E01005982,33.143
E01005983,13.164
E01005984,43.846
E01005985,10.851
E01005986,22.839
E01005987,9.749
E01005988,7.245
E01005989,8.492
E01005990,13.978
E01005991,19.489
E01005992,35.062
E01005993,19.767
E01005994,26.046
E01005995,7.959
E01005996,25.002
E01005997,23.287
E01005998,27.722
E01005999,33.218
E01006000,37.516
E01006001,27.272
E01006002,23.354
E01006003,24.737
E01006004,16.62
E01006005,50.207
E01006006,18.147
E01006007,26.231
E01006008,23.664
E01006009,29.085
E01006010,51.927
E01006011,44.982
E01006012,23.888
E01006013,21.226
E01006014,30.44
E01006015,7.391
E01006016,54.664
E01006017,4.615
E01006018,6.808
E01006019,50.824
E01006020,28.484
E01006021,21.085
E01006022,19.5
E01006023,43.96
E01006024,5.811
E01006025,47.26
E01006026,30.895
E01006027,42.405
E01006028,53.342
E01006029,40.807
E01006030,35.424
E01006031,31.246
E01006032,38.658
E01006033,34.465
E01006034,35.149
E01006035,24.29
E01006036,34.565
E01006037,6.942
E01006038,14.559
E01006039,42.37
E01006040,50.054
E01006041,28.988
E01006042,13.901
E01006043,20.446
E01006044,15.74
