lsoa21cd,MSOA21CD,MSOA21NM,Lower.layer.Super.Output.Areas,dep_child_category,Dependent.children.in.household.and.their.age..B...6.categories.,Household.type..6.categories..Code,Household.type..6.categories.,Observation,total_number_of_households,eligible,share_of_eligible
E01011661,E02002364,Leeds 035,Leeds 035D,-8,Does not apply,-8,Does not apply,0,878,120,13.66742596810934
E01011692,E02006852,Leeds 109,Leeds 109D,-8,Does not apply,-8,Does not apply,0,718,83,11.559888579387186
E01011695,E02002348,Leeds 019,Leeds 019D,-8,Does not apply,-8,Does not apply,0,729,161,22.08504801097394
E01011664,E02002379,Leeds 050,Leeds 050B,-8,Does not apply,-8,Does not apply,0,578,122,21.10726643598616
E01011668,E02006861,Leeds 110,Leeds 110E,-8,Does not apply,-8,Does not apply,0,597,43,7.202680067001675
E01011669,E02006861,Leeds 110,Leeds 110F,-8,Does not apply,-8,Does not apply,0,523,59,11.281070745697896
E01011670,E02002384,Leeds 055,Leeds 055A,-8,Does not apply,-8,Does not apply,0,781,166,21.254801536491676
E01035045,E02002392,Leeds 063,Leeds 063G,-8,Does not apply,-8,Does not apply,0,621,31,4.99194847020934
E01035042,E02002384,Leeds 055,Leeds 055I,-8,Does not apply,-8,Does not apply,0,467,57,12.205567451820128
E01011715,E02002351,Leeds 022,Leeds 022C,-8,Does not apply,-8,Does not apply,0,580,91,15.689655172413794
E01011719,E02002351,Leeds 022,Leeds 022D,-8,Does not apply,-8,Does not apply,0,631,85,13.47068145800317
E01011738,E02002412,Leeds 083,Leeds 083D,-8,Does not apply,-8,Does not apply,0,654,110,16.819571865443425
E01011727,E02002409,Leeds 080,Leeds 080B,-8,Does not apply,-8,Does not apply,0,677,111,16.39586410635155
E01011725,E02002407,Leeds 078,Leeds 078A,-8,Does not apply,-8,Does not apply,0,679,160,23.564064801178205
E01011729,E02002407,Leeds 078,Leeds 078B,-8,Does not apply,-8,Does not apply,0,796,146,18.34170854271357
E01011726,E02002409,Leeds 080,Leeds 080A,-8,Does not apply,-8,Does not apply,0,659,169,25.644916540212442
E01011731,E02002410,Leeds 081,Leeds 081B,-8,Does not apply,-8,Does not apply,0,596,100,16.778523489932887
E01011732,E02002410,Leeds 081,Leeds 081C,-8,Does not apply,-8,Does not apply,0,804,142,17.66169154228856
E01011733,E02002410,Leeds 081,Leeds 081D,-8,Does not apply,-8,Does not apply,0,727,114,15.680880330123797
E01033016,E02006875,Leeds 111,Leeds 111E,-8,Does not apply,-8,Does not apply,0,700,27,3.857142857142857
E01033008,E02006875,Leeds 111,Leeds 111A,-8,Does not apply,-8,Does not apply,0,598,12,2.0066889632107023
E01033010,E02006875,Leeds 111,Leeds 111B,-8,Does not apply,-8,Does not apply,0,766,5,0.6527415143603134
E01033015,E02006875,Leeds 111,Leeds 111D,-8,Does not apply,-8,Does not apply,0,934,27,2.890792291220557
E01035054,E02006876,Leeds 112,Leeds 112F,-8,Does not apply,-8,Does not apply,0,1379,50,3.625815808556925
E01033011,E02006875,Leeds 111,Leeds 111C,-8,Does not apply,-8,Does not apply,0,745,21,2.8187919463087248
E01035047,E02002411,Leeds 082,Leeds 082H,-8,Does not apply,-8,Does not apply,0,636,114,17.92452830188679
E01035046,E02002411,Leeds 082,Leeds 082G,-8,Does not apply,-8,Does not apply,0,763,36,4.718217562254259
E01033033,E02002404,Leeds 075,Leeds 075F,-8,Does not apply,-8,Does not apply,0,655,77,11.755725190839694
E01033034,E02002404,Leeds 075,Leeds 075G,-8,Does not apply,-8,Does not apply,0,919,35,3.808487486398259
E01011734,E02002412,Leeds 083,Leeds 083A,-8,Does not apply,-8,Does not apply,0,1189,250,21.026072329688816
E01011735,E02002407,Leeds 078,Leeds 078D,-8,Does not apply,-8,Does not apply,0,708,162,22.88135593220339
E01011728,E02002409,Leeds 080,Leeds 080C,-8,Does not apply,-8,Does not apply,0,616,77,12.5
E01011739,E02002409,Leeds 080,Leeds 080D,-8,Does not apply,-8,Does not apply,0,735,132,17.959183673469386
E01011736,E02002412,Leeds 083,Leeds 083B,-8,Does not apply,-8,Does not apply,0,641,98,15.288611544461778
E01011737,E02002412,Leeds 083,Leeds 083C,-8,Does not apply,-8,Does not apply,0,766,125,16.318537859007833
E01011730,E02002407,Leeds 078,Leeds 078C,-8,Does not apply,-8,Does not apply,0,676,169,25
